"Section"	"section_id"	"req_id"	"key_as_number"	"full_key"	"requirement"	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-2"	"09010000.670002"	"9.1/C-0-2"	"""C-0-2] Permissions with a `protectionLevel` of [`PROTECTION_FLAG_PRIVILEGED`]( https://developer.android.com/reference/android/content/pm/PermissionInfo.html#PROTECTION&lowbar;FLAG&lowbar;PRIVILEGED) MUST only be granted to apps preinstalled in the privileged path(s) of the system image and within the subset of the explicitly whitelisted permissions for each app. The AOSP implementation meets this requirement by reading and honoring the whitelisted permissions for each app from the files in the `etc/permissions/` path and using the `system/priv-app` path as the privileged path.  Permissions with a protection level of dangerous are runtime permissions. Applications with `targetSdkVersion` > 22 request them at runtime.  Device implementations:  """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-3"	"09010000.670003"	"9.1/C-0-3"	"""C-0-3] MUST show a dedicated interface for the user to decide      whether to grant the requested runtime permissions and also provide      an interface for the user to manage runtime permissions. """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-4"	"09010000.670004"	"9.1/C-0-4"	"""C-0-4] MUST have one and only one implementation of both user      interfaces. """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-5"	"09010000.670005"	"9.1/C-0-5"	"""C-0-5] MUST NOT grant any runtime permissions to preinstalled      apps unless:      *   The user's consent can be obtained before the application          uses it.      *   The runtime permissions are associated with an intent pattern          for which the preinstalled application is set as the default handler. """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-6"	"09010000.670006"	"9.1/C-0-6"	"""C-0-6] MUST grant the `android.permission.RECOVER_KEYSTORE` permission      only to system apps that register a properly secured Recovery Agent. A      properly secured Recovery Agent is defined as an on-device software agent      that synchronizes with an off-device remote storage, that is equipped with      secure hardware with protection equivalent or stronger than what is      described in      [Google Cloud Key Vault Service](      https://developer.android.com/preview/features/security/ckv-whitepaper.html)      to prevent brute-force attacks on the lockscreen knowledge factor.  Device implementations:  """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-7"	"09010000.670007"	"9.1/C-0-7"	"""C-0-7] MUST adhere to [Android location permission](     https://developer.android.com/privacy/device-location) properties when an app     requests the location or physical activity data through standard Android API     or proprietary mechanism. Such data includes but not limited to:      *  Device's location (e.g. latitude and longitude).     *  Information that can be used to determine or estimate the device's        location (e.g. SSID, BSSID, Cell ID, or location of the network that the        device is connected to).     *  User's physical activity or classification of the physical activity.  More specifically, device implementations:          """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-8"	"09010000.670008"	"9.1/C-0-8"	"""C-0-8] MUST obtain user consent to allow an app to access the             location or physical activity data.         """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-9"	"09010000.670009"	"9.1/C-0-9"	"""C-0-9] MUST grant a runtime permission ONLY to the app that holds             sufficient permission as described on SDK.             For example, [TelephonyManager#getServiceState](https://developer.android.com/reference/android/telephony/TelephonyManager.html#getAllCellInfo())             requires `android.permission.ACCESS_FINE_LOCATION`).  Permissions can be marked as restricted altering their behavior.  """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-10"	"09010000.670010"	"9.1/C-0-10"	"""C-0-10] Permissions marked with the flag `hardRestricted` MUST NOT be      granted to an app unless:      *   An app APK file is in the system partition.      *   The user assigns a role that is associated with the `hardRestricted`          permissions to an app.      *   The installer grants the `hardRestricted` to an app.      *   An app is granted the `hardRestricted` on an earlier Android version.  """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-11"	"09010000.670011"	"9.1/C-0-11"	"""C-0-11] Apps holding a `softRestricted` permission MUST get only limited     access and MUST NOT gain full access until whitelisted as described in the     SDK, where full and limited access is defined for each `softRestricted`     permission (for example, [`READ_EXTERNAL_STORAGE`](     https://developer.android.com/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE)).  If device implementations provide a user affordance to choose which apps can draw on top of other apps with an activity that handles the [`ACTION_MANAGE_OVERLAY_PERMISSION`](https://developer.android.com/reference/android/provider/Settings.html#ACTION_MANAGE_OVERLAY_PERMISSION) intent, they:  """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-2-1"	"09010000.670201"	"9.1/C-2-1"	"""C-2-1] MUST ensure that all activities with intent filters for the     [`ACTION_MANAGE_OVERLAY_PERMISSION`](     https://developer.android.com/reference/android/provider/Settings.html#ACTION_MANAGE_OVERLAY_PERMISSION)     intent have the same UI screen, regardless of the initiating app or any     information it provides."""	""	""	""	""	""	""	""	""	""	""	""
"9_13_safe-mode"	"9.13"	""	"09130000.48"	"9.13"	"""## 9.13\. Safe Boot Mode  Android provides Safe Boot Mode, which allows users to boot up into a mode where only preinstalled system apps are allowed to run and all third-party apps are disabled. This mode, known as ""Safe Boot Mode"", provides the user the capability to uninstall potentially harmful third-party apps.  Device implementations are:  *   [SR] STRONGLY RECOMMENDED to implement Safe Boot Mode.  If device implementations implement Safe Boot Mode, they:  *   [C-1-1] MUST provide the user an option to     enter Safe Boot Mode in such a way that is uninterruptible from third-party     apps installed on the device, except when the third-party app is a     Device Policy Controller and has set the [`UserManager.DISALLOW_SAFE_BOOT`](     https://developer.android.com/reference/android/os/UserManager.html#DISALLOW_SAFE_BOOT)     flag as true.  *   [C-1-2] MUST provide the user the capability to     uninstall any third-party apps within Safe Mode.  *   SHOULD provide the user an option to enter Safe Boot Mode from the boot menu using a workflow that is different from that of a normal boot. """	""	""	""	""	""	""	""	""	""	""	""
"9_13_safe-mode"	"9.13"	"C-1-1"	"09130000.670101"	"9.13/C-1-1"	"""C-1-1] MUST provide the user an option to     enter Safe Boot Mode in such a way that is uninterruptible from third-party     apps installed on the device, except when the third-party app is a     Device Policy Controller and has set the [`UserManager.DISALLOW_SAFE_BOOT`](     https://developer.android.com/reference/android/os/UserManager.html#DISALLOW_SAFE_BOOT)     flag as true.  """	""	""	""	""	""	""	""	""	""	""	""
"9_13_safe-mode"	"9.13"	"C-1-2"	"09130000.670102"	"9.13/C-1-2"	"""C-1-2] MUST provide the user the capability to     uninstall any third-party apps within Safe Mode.  *   SHOULD provide the user an option to enter Safe Boot Mode from the boot menu using a workflow that is different from that of a normal boot. """	""	""	""	""	""	""	""	""	""	""	""
"9_5_multi-user-support"	"9.5"	""	"09050000.48"	"9.5"	"""## 9.5\. Multi-User Support  Android includes [support for multiple users]( http://developer.android.com/reference/android/os/UserManager.html) and provides support for full user isolation.  *    Device implementations MAY but SHOULD NOT enable multi-user if they use [removable media]( http://developer.android.com/reference/android/os/Environment.html) for primary external storage.  If device implementations include multiple users, they:  *   [C-1-1] MUST meet the following requirements related to [multi-user support]( http://source.android.com/devices/storage/traditional.html). *   [C-1-2] MUST, for each user, implement a security model consistent with the Android platform security model as defined in [Security and Permissions reference document]( http://developer.android.com/guide/topics/security/permissions.html) in the APIs. *   [C-1-3] MUST have separate and isolated shared application storage (a.k.a. `/sdcard`) directories for each user instance. *   [C-1-4] MUST ensure that applications owned by and running on behalf a given user cannot list, read, or write to the files owned by any other user, even if the data of both users are stored on the same volume or filesystem. *   [C-1-5] MUST encrypt the contents of the SD card when multiuser is enabled using a key stored only on non-removable media accessible only to the system if device implementations use removable media for the external storage APIs. As this will make the media unreadable by a host PC, device implementations will be required to switch to MTP or a similar system to provide host PCs with access to the current user’s data.  If device implementations include multiple users and do not declare the `android.hardware.telephony` feature flag, they:  *   [C-2-1] MUST support restricted profiles, a feature that allows device owners to manage additional users and their capabilities on the device. With restricted profiles, device owners can quickly set up separate environments for additional users to work in, with the ability to manage finer-grained restrictions in the apps that are available in those environments.  If device implementations include multiple users and declare the `android.hardware.telephony` feature flag, they:  *   [C-3-1] MUST NOT support restricted profiles but MUST align with the AOSP implementation of controls to enable /disable other users from accessing the voice calls and SMS. """	""	""	""	""	""	""	""	""	""	""	""
